Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:INFR,INFIMER LTD,Industrials,Israel,1.00E+50,0,0,0,0,0,0,68.481,68.481,0,0,0,58.4298,0,-8.226,0,0,0,0,0,0.01,0.05653,0,-5.302,1733,-0.00306,10000,1064360,-7989000,-7.50592,23700,25885736,22086464,-337.08861,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-4611066.667,-150100,186544.1053,5138007597,2569097070,-9.77862,-1.37648,56.77546,USD,1,1179.9244,0,0,0,1.71331,500,5200,1657.6853,4.54337,246.6,-66.67308,0.52468,0.52568,0.82302,0.21007,0.23881,0.00074,0.42635,0.10659,0.57764,0.05176,0.52654,0.12977,0.27647,0.3247,None
TLV:ININ,INTER INDUSTRIES,Technology,Israel,1.00E+50,0,0,0,0,0,0,0.662,0.662,0,0,0,0.45969,0,-7.3,-0.10324,0,0,0,0,-0.00475,0.21355,0,-3.386,946.4,-0.00358,202.34142,16253600,-34701000,-2.13497,316,222510816,154506720,-109813.2911,-0.9,-0.9,-0.9,0.15,-0.75,1,1,10328933.33,5999400,21.54248,37.08884,29.31566,3.37343,3.6319,3.50267,USD,1,26.1404,37.0557,15.8032,33,1.62931,301,1048,836.2441,13.1727,214.4186,-9.69466,1.72798,26.62135,1.31752,1.285,0.07532,0.07072,2.14394,2.40964,1.26029,1.22896,1.31126,0.08302,2.28679,1.25462,None
TLV:INRM,INROM CONSTRUCTION,Basic Materials,Israel,4257429118,290888531.1,33388458.12,76235334.13,8845635.799,21117046.96,183561932.6,2.366,2.366,18.64583,0,18.64583,2.07947,18.64583,10.656,0.11123,0.28687,2.5,0.28831,2.5,0.2726,0.56221,0,0.96,1755,0.00055,495.15906,108815000,104190000,0.9575,770,2215915008,1947788544,135311.6883,-0.11,-0.02755,-0.08939,0.96061,-0.75,1,1,51349800.73,15316188.04,43.15333,144.67797,93.91565,1.63636,1.54864,1.5925,ILS,0.30581,7.008,7.3776,22.8755,16.0446,0.38867,980,1840,1585.3286,10.7026,79.08163,-4.61957,1.80233,34.27674,1.73064,1.76424,0.12349,0.10478,0.26987,0.25146,1.76581,1.75443,1.75744,0.12413,0.27067,1.77012,None
TLV:INTL,INTELICANNA LTD,Healthcare,Israel,1.00E+50,0,0,0,0,0,0,709.287,709.287,0,0,0,757.12616,0,-14.047,0,0,0,0,0,0.01,0.01,0,-0.34,256,-0.00133,10000,44888900,-11930000,-0.26577,40,106393024,113568920,-298250,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-4194466.667,-1500300,16513367.27,358130324.8,187321846,-343.28282,-514.62191,4290.52363,USD,1,96.66754,116.00104,96.66754,154.66806,-0.0772,188,489.9,294.45105,-13.05855,36.17021,-47.74444,0.45048,0.45148,0.86866,0.93654,0.17984,0.17392,2.77624,0.69406,0.71644,0.75464,0.9126,0.18688,1.74515,0.74554,None
TLV:INTR,INTERGAMA,Industrials,Israel,331324618086,0,0,0,0,0,0,7.656,7.656,26.80425,0,26.80425,9.87677,26.80425,13.873,0.30165,0,0,0,0,0.18237,0.01,0,2.35,6180,0.00038,284.55908,1932760,4107000,2.12494,9,129432728,166986496,456333.3333,-0.9,-0.9,-0.9,0.15,-0.75,1,1,6747200,1125500,19.18318,115.0002,67.09169,0.5673,0.43715,0.50223,USD,1,100,100,500,29.32042,0.10567,61.8,6400,5674.6924,8.90458,9900,-3.4375,1.93058,51.77575,2.93297,3.15913,0.04241,0.00304,32.75647,34.4963,1.40995,1.15087,3.05605,0.03273,33.63639,1.29041,None
TLV:ISCD,ISRACARD LTD,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,4.218,4.218,28.06452,0,28.06452,1.42935,28.06452,0,0.05093,0,0,0,0,0.0391,0.22379,0,0.465,1272,0.00037,106.70483,200000000,93000000,0.465,1442,7702000128,2609999872,64493.75867,-0.9,-0.9,-0.9,0.15,-0.75,1,1,224400000,134066666.7,34.32264,57.44903,45.88584,8.22083,8.65972,8.44027,USD,1,36.6,0,0,0,0.26822,733,1305,1146.5553,10.94101,73.53342,-2.52874,1.88462,44.80602,1.12651,1.11551,0.01199,0.00671,0.69022,0.77082,1.20689,1.20494,1.13101,0.01935,0.74052,1.21592,None
TLV:ISCN,ISRAEL CANADA T.R,Real Estate,Israel,3.09E+19,0,0,0,0,0,0,35.059,35.059,53.5018,0,53.5018,21.11765,53.5018,136.412,0.39704,0,0,0,0,0.23688,0.19574,0,0.277,1434,0.00019,420.4255,274662016,76531000,0.27864,45,6757693952,4070490880,1700688.889,0.038,0.038,0.038,1.24,-0.75,1,1,-185925333.3,-146253866.7,48412729.6,99286503.08,73849616.34,2.84684,2.7457,2.79627,USD,1,10.8828,10.8828,4.1344,10.3726,1.85055,359,1495,919.06573,56.02801,299.4429,-4.08027,1.89261,45.95796,1.50764,1.51376,0.08435,0.09094,28.88274,31.62502,1.31408,1.30875,1.5207,0.09765,30.26388,1.32141,None
TLV:ISHI,ISRAEL SHIPYARDS,Industrials,Israel,89431070.49,0,0,0,0,0,0,2.008,2.008,22.17617,0,22.17617,2.37678,22.17617,10.434,0.09232,0,0,0,0,0.06275,0.05333,0,3.281,7276,0.00045,250.56822,25000000,70654000,2.82616,172,1536584064,1819000064,410779.0698,2.454,2.454,2.454,13.32,-0.75,1,1,114486333.3,23364000,13.42155,65.76717,39.59436,1.2817,1.00394,1.14282,USD,1,0,0,0,0,0.03723,5500,7860,6152.5386,18.26013,32.29091,-7.43003,1.50508,11.62427,1.92741,2.0938,0.09534,0.04721,1.96482,1.9672,1.5324,1.69135,2.02061,0.08127,1.97601,1.62187,None
TLV:ISOP-L,ISRAEL OPPORTUNITY,Energy,Israel,1.00E+50,664666.6667,-3905466.667,99400,-558700,-2232083.333,382033.3333,64.532,64.532,-14.31122,0,-14.31122,84.95699,-14.31122,-10.87066,0,-7.00145,0,-5.93559,0,-2.68609,0.11954,0,-0.08,77.6,-0.00103,355.70776,41006200,-3262000,-0.07955,3,24264216,31943830,-1087333.333,0.04091,0.04091,0.04091,1.25456,-0.75,1,1,-1319533.333,-336600,6319807.072,376151327.8,191235567.5,0.05749,0.06051,0.059,USD,1,0,0,0,0,0.61491,32.4,112,57.03217,36.06356,139.50617,-30.71429,1.13568,2.14552,19.86955,18.36757,4.82353,1.20588,6.40263,4.57149,31.45774,50.40753,19.12856,3.02471,5.49706,40.94263,None
TLV:ISRA-L,ISRAMCO NEGEV 2,Energy,Israel,15073876.24,402455933.3,280327733.3,91781933.33,63934000,172130866.7,247118933.3,6.616,6.616,7.95652,0,7.95652,5.52316,7.95652,7.438,0.69435,1.74071,2.5,1.72671,2.5,1.59723,0.23109,0,0.092,74.5,0.00123,351.92307,2590459904,238264992,0.09198,10000000,2271420672,1896216704,23.8265,-0.376,-0.08789,-0.30397,0.74603,-0.75,1,1,363282066.7,81160733.33,6.2525,27.98669,17.1196,1.60895,1.34415,1.47655,USD,1,8.6833,8.7971,10.8096,5.3478,-0.17568,55.4,91,67.61259,10.18658,34.47653,-18.13187,1.07303,1.52644,1.63111,1.79252,0.14855,0.02881,0.86859,0.5031,0.95362,0.96446,1.72182,0.09868,0.69585,0.96904,None
TLV:ISRO,ISROTEL LTD,Consumer Cyclical,Israel,1.00E+50,328028849.8,16836247.23,51365295.1,-2003626.345,7416310.44,189697072.5,6.138,6.138,437.86152,0,437.86152,4.36487,437.86152,49.185,-0.03362,0.0293,1,-0.23448,0,-0.01636,0.01,0,-0.481,6120,-8.00E-05,241.3793,52007000,-25010000,-0.4809,4800,4566488064,3247316992,-5210.41667,-0.5783,-0.5783,-0.5783,0.4717,-0.75,1,1,64127663.83,7453874.102,71.20933,612.63284,341.92109,1.16523,1.25321,1.20922,ILS,0.30581,62.5661,44.69,0,0,0.34049,3499,6450,5631.294,8.6784,74.90712,-5.11628,1.77635,31.41715,1.88147,1.80894,0.05786,0.02964,0.25147,0.34303,0.41528,0.34142,1.8552,0.05375,0.30725,0.38835,None
TLV:ISRS,ISRAS INVESTMNT CO,Real Estate,Israel,12317915276,172451885.9,112217203.8,52420400.76,31943974.78,72080589.27,112436143.3,11.6,11.6,13.7336,0,13.7336,6.85248,13.7336,17.914,0.49315,1.71478,2.5,1.42787,2.5,1.46829,0.13378,0,54.88,73510,0.00075,122.69709,5403900,293112992,54.24101,10000000,6894979584,4072919552,29.3113,-0.631,-0.10063,-0.49841,0.55159,-0.75,1,1,83199178.28,29088851.07,82.87317,237.03169,159.95243,1.35246,1.37553,1.36399,ILS,0.30581,1400,800,800,800,0.27293,44020,75560,65008.883,13.07685,66.99228,-2.71308,1.87001,42.76205,1.79429,1.78032,0.59628,0.52193,8.39879,8.26011,2.00278,2.06799,1.7973,0.56911,8.33945,2.04538,None
TLV:ISTA,ISSTA LINES LTD,Consumer Cyclical,Israel,8.41E+19,85371122.45,16481222.2,3513063.731,4149291.242,10315256.72,44442093.09,25.749,25.749,24.11972,0,24.11972,11.32955,24.11972,210.21276,0.45206,1.73264,5.625,1.42368,1,1.47143,0.20216,0,2.84,6753,0.00042,141.61671,13928400,38069000,2.73319,10000000,2168398592,954095424,3.8069,-0.09,-0.16106,-0.10777,0.94223,-0.75,1,1,4750839.899,-7068798.15,456.42426,28893840305,14446920381,1.93188,1.92436,1.92812,ILS,0.30581,113.0653,163,125,100,0.4479,2721,7341,5541.091,21.87131,148.18082,-8.00981,1.74545,28.27817,1.5521,1.55178,0.71737,0.70421,0.51883,10.46264,0.51233,0.41858,1.56194,0.72079,5.50073,0.47545,None
TLV:ITMR,ITAMAR MEDICAL LTD,Healthcare,Israel,1.00E+50,0,0,0,0,0,0,25.271,25.271,0,0,0,26.11782,0,-106.859,-0.26658,0,0,0,0,-0.02808,0.17776,0,-0.03,222.1,-0.00014,2158.4158,491614016,-10939000,-0.02225,257,1036958464,1071718528,-42564.20233,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-6761333.333,-1774400,3614400635,199688208582,101651304609,1.72238,0.43159,1.07698,USD,1,0,0,0,0,0.20099,170.5,314.5,244.88252,-9.30345,30.26393,-29.37997,0.71667,0.71767,2.43978,3.37609,0.20181,0.20142,0.88738,0.9085,2.56548,3.59822,2.91794,0.21161,0.90794,3.09185,None
TLV:JBNK,BANK OF JERUSALEM,Financial Services,Israel,15249220560,154805099.5,19787945.73,38689042.47,3987762.4,11887854.07,96747070.97,-1.171,7.66789,14.77528,0,14.77528,1.52174,14.77528,62.40371,0.10297,0.31519,2.5,0.25152,2.5,0.27668,0.01,0,0.712,1053,0.00068,74.18377,70517696,50200000,0.71188,572,741846208,741846208,87762.23776,-0.586,-0.09916,-0.46429,0.58571,-0.75,1,1,80519773,38334302.87,9.21322,19.35202,14.28262,13.97124,14.02274,13.99699,ILS,0.30581,16.7334,5.2469,11.77,4.2542,0.35093,618.8,1090,846.6462,24.37309,70.16807,-3.3945,1.84295,39.18205,1.07161,1.07132,0.43151,0.23438,82.32618,61.38341,0.26453,0.25729,1.08147,0.34294,71.86479,0.27091,None
TLV:KAFR,KAFRIT INDUSTRIES,Basic Materials,Israel,18132257.77,257921091.8,11433257.31,65979200.67,2630434.909,7031846.108,161950146.2,0.762,0.762,11.55801,0,11.55801,0.58825,11.55801,6.545,0.05104,0.11077,2.5,0.1001,2.5,0.10919,0.2143,0,1.81,2092,0.00087,139.39232,23807000,43214000,1.81518,18,645044736,498042432,2400777.778,-0.423,0.10089,-0.29203,0.75797,-0.75,1,1,19876019.01,8942516.407,32.45342,72.13235,52.29288,0.87322,0.86184,0.86753,ILS,0.30581,14.7056,14.7118,12.6114,12.6114,0.75209,1175,2367,2004.9231,4.34315,78.04255,-11.61808,1.53859,13.26595,2.1705,2.16809,0.40919,0.3557,0.1732,0.11192,1.89458,1.86717,2.17929,0.39244,0.15256,1.89088,None
TLV:KARE,KARDAN REAL ESTATE,Real Estate,Israel,1.67E+16,0,0,0,0,0,0,2.226,2.226,26.90217,0,26.90217,1.90639,26.90217,15.258,0.07145,0,0,0,0,0.05083,0.32813,0,0.184,488,0.00038,167.68294,182806000,33913000,0.18551,10000000,1056520832,904889728,3.3913,0.629,0.629,0.629,4.195,-0.75,1,1,-33177533.33,-10785800,32597695.43,942771647.4,487684671.4,1.05391,1.14769,1.1008,USD,1,10.9405,4.7591,7.6594,21.337,1.47624,166.7,507,309.12518,57.86485,192.74145,-3.74753,1.88833,45.33907,1.96792,1.87936,0.65755,0.46289,160.89504,203.69239,1.85459,1.87146,1.93364,0.57022,182.30371,1.87303,None
TLV:KDST,KADIMASTEM,Healthcare,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,2035792.813,0,-4.27,0,0,0,0,0,0.01,0.08433,0,-1.472,368.6,-0.00399,10000,19437700,-21710000,-1.1169,28,84407272,76778912,-775357.1429,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-21374533.33,-5348700,66379.18058,4005206.445,2035792.813,-1.39723,-2.17838,18.87806,USD,1,0,0,0,0,0.83442,174,544,263.3,39.9924,111.83908,-32.24265,1.05189,1.35465,0.75627,0.52788,0,0,2.01178,2.15983,0.55267,0.32717,0.65207,0.01,2.09581,0.44992,None
TLV:KEN,KENON HLDGS LTD,Utilities,Singapore,5732643506578,0,0,0,0,0,0,17.679,17.679,12.06714,0,12.06714,15.81717,12.06714,103.362,1.31215,0,0,0,0,0.7598,0.20334,0,9.414,11220,0.00084,573.65045,53879100,498630016,9.25461,124,6832406528,6112861184,4021209.806,-0.9,-0.9,-0.9,0.15,-0.75,1,1,105211800,19304533.33,64.93955,353.92757,209.43356,1.19568,1.10694,1.15131,USD,1,186,223,121,0,0.50603,6133,11610,9606.818,16.79205,82.94473,-3.35917,1.85759,41.08601,1.97926,2.04111,4.23951,1.95154,2.30666,2.11158,3.59805,3.65123,2.02019,3.10553,2.21912,3.63464,None
TLV:KLIL,KLIL INDUSTRIES,Basic Materials,Israel,26478623.57,114178179.8,15303078.98,29711092.87,4098139.423,9700609.204,71944636.34,1.656,1.656,15.82097,0,15.82097,2.10445,15.82097,7.764,0.13271,0.33514,2.5,0.3457,2.5,0.32226,0.18803,0,20.89,32660,0.00064,231.44905,2309420,48133000,20.84203,343,600498880,763256704,140329.4461,0.253,-0.02672,0.18307,1.96535,-0.75,1,1,21029065.42,6308758.363,28.55566,95.18495,61.87031,0.29072,0.27383,0.28227,ILS,0.30581,783.479,1536.805,762.157,628.0042,0.25937,21670,34760,29225.105,11.75323,50.71527,-6.04143,1.67914,22.41446,4.4916,4.72359,0.50926,0.64534,0.1302,0.12161,3.91669,4.23988,4.61759,0.5873,0.13591,4.08828,None
TLV:KMDA,KAMADA LTD,Healthcare,Israel,649443172,127098600,18507800,28607133.33,3009333.333,10758566.67,77852866.67,6.162,6.162,60.90342,0,60.90342,7.00625,60.90342,34.825,0.11701,0.81957,5.625,0.26023,2.5,0.56939,0.41256,0,0.321,1922,0.00017,483.07388,44745400,14609000,0.32649,408,769352640,874772544,35806.37255,-0.485,0.00089,-0.36353,0.68647,-0.75,1,1,19188266.67,4913733.333,40.09495,156.57192,98.33343,0.22628,0.17067,0.19848,USD,1,0,0,0,0,-0.99317,19.06,4500,2000.3574,-3.91717,9983.94544,-57.28889,0.84935,0.85035,5.67762,6.89236,1.35383,2.01802,0.76927,1.2629,5.81689,7.53824,6.29499,1.69593,1.02609,6.68757,None
TLV:KMNK-M,KMN CAPITAL LTD,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,382028854784,0,0,0,0,0,0,0,0.01,0.01,0,-0.035,460,-8.00E-05,10000,3401070,-285000,-0.0838,10000000,39915752,15984700,-0.0285,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-209200,-43800,6957137291,757100572276,382028854784,-1.40649,-1.03891,13.22699,USD,1,0,0,0,0,-0.13979,1.5,509,2.486,18403.62027,30566.66667,-9.62672,1.8069,34.80164,0.1918,0.03744,0.01235,0.00309,0,0,0.1918,0.03744,0.12462,0.01772,0.01,0.12462,None
TLV:KNFM,KNAFAIM HLDGS LTD,Industrials,Israel,1.00E+50,180469200,-24281733.33,27846866.67,14716933.33,-4782400,104158033.3,7.668,7.668,-31.80454,0,-31.80454,4.31324,-31.80454,17.02,-1.01432,-0.65931,0,2.86515,1,1.31395,0.092,0,-2.2,923.5,-0.00238,198.33795,16341000,136058000,8.32617,900,270399712,152102032,151175.5556,-0.45253,-0.45253,-0.45253,0.59747,-0.75,1,1,115207800,806466.6667,2.34706,335.28938,168.81822,13.07062,20.22161,16.64612,USD,1,50,45,155,25,0.69629,324,1100,870.66296,6.0686,185.03086,-16.04545,1.5451,13.60645,1.41017,1.50652,0.22121,0.26679,0.7585,0.74902,0.8568,1.07825,1.46835,0.254,0.76376,0.97752,None
TLV:KRDI,KARDAN ISRAEL LTD,Real Estate,Israel,889172383773697,135631893,6068432.478,37081378.91,1111211.603,3589822.041,86356635.95,1.761,1.761,26.91803,0,26.91803,1.02046,26.91803,12.592,0.03858,0.11175,2.5,0.07568,2.5,0.10099,0.01,0,0.122,320.3,0.00038,140.94421,147320992,18293000,0.12417,90,834714496,483802144,203255.5556,5.666,-0.05118,4.2367,22.23352,-0.75,1,1,-12482960.33,-5388188.714,300336470.5,3724999596,2012668033,1.64633,1.7761,1.71121,ILS,0.30581,3.3939,6,57.6972,0,0.97912,138.2,365,225.38951,42.10954,131.76556,-12.24658,1.60582,17.14673,2.00511,1.89878,0.6926,0.43344,71.01119,90.48945,1.89892,1.92185,1.96194,0.57302,80.76032,1.92039,None
TLV:KRNV,KARDAN NV,Real Estate,Netherlands,1.00E+50,54158845.6,-78839126.38,8524049.697,-21811180.25,-50325153.32,31341447.65,11.561,11.561,-6.76164,0,-6.76164,10.8572,-6.76164,1090.643,-2.3112,-1.71945,0,-2.54718,0,-1.99677,0.01,0,-0.553,6.6,-0.08379,10000,100000000,-46242000,-0.46242,618,340280480,340280480,-74825.24272,-0.10441,-0.10441,-0.10441,0.94559,-0.75,1,1,-19274111.65,384958.6567,5596892.285,883.94032,2798888.113,-14.49953,-3.09112,88.95326,EUR,1.21951,0,0,0,0,6.2,6.6,6.8,6.2,6.45161,0,-2.94118,0,0.001,0.73127,0.65822,0.78492,0.5845,6.28609,7.81774,0.40173,0.30348,0.70475,0.69471,7.06192,0.3626,None
TLV:KRUR,KERUR HOLDINGS LTD,Consumer Defensive,Israel,13076049.63,281331275.5,24725982.13,70199419.44,6808125.706,15767053.92,175765347.4,1.159,1.159,16.15955,0,16.15955,1.42473,16.15955,5.676,0.08817,0.21986,2.5,0.23611,2.5,0.22033,0.13724,0,6.343,10030,0.00063,226.26433,12578000,79783000,6.34306,964,1049118400,1289245056,82762.44813,-0.138,-0.01065,-0.10616,0.94384,-0.75,1,1,51263827.34,12881165.72,20.46508,81.44592,50.9555,0.55287,0.61517,0.58402,ILS,0.30581,795.068,318.0273,278.2739,198.7671,0.06651,8402,10760,9238.182,8.57115,19.37634,-6.78439,1.38083,6.93176,3.89766,3.37596,0.33038,0.01164,0,0,3.34762,2.94582,3.64681,0.18101,0.01,3.15672,None
TLV:KVSR,KVASIR EDUCATION L,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.15127,0,0,2876,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,-0.41196,2732,5231,3978.1296,-27.70472,5.27086,-45.02007,0.11525,0.11625,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:LAHAV,LAHAV L.R. REAL ES,Real Estate,Israel,2.06E+17,29777270.16,24842862.71,21546394.01,19628659.5,22235761.1,25661832.08,7.665,7.665,5.81132,0,5.81132,1.6937,5.81132,8.755,0.82591,1.65248,2.25,6.53375,12.03125,4.3337,0.05507,0,0.795,447.6,0.00178,175.06631,58859100,134340992,2.28242,1989,1230577664,271928576,67541.97687,0.48512,0.48512,0.48512,3.4756,-0.75,1,1,-3212982.571,-832088.6227,56226636858,3235239434355,1645733035607,0.71171,0.54593,0.62882,ILS,0.30581,0,0,0,0,-0.28438,1.509,465,2.378,18722.53995,29562.02783,-3.74194,1.92492,50.87131,2.55827,2.93118,34.58589,0.49344,16.15294,8.43674,1.3005,3.08988,2.75472,17.54966,12.30484,2.20519,None
TLV:LAPD,LAPIDOTH CAP,Energy,Israel,273754491.2,1118105193,36488311.38,459582481,10276459.63,23382385.51,788843836.9,0.862,0.862,10.17136,0,10.17136,0.33576,10.17136,15.972,0.03443,0.07414,2.5,0.05944,2.5,0.07426,0.01,0,3.91,3890,0.00101,255.57483,47402000,190935008,4.02799,31,4840442880,1885141760,6159193.806,0.32606,0.32606,0.32606,2.68031,-0.75,1,1,28426996.68,22120134.34,170.27627,218.8252,194.55073,4.36892,8.29394,6.33143,ILS,0.30581,24.2584,24.2583,24.2584,36.3876,0.79955,2204,4262,3801.2798,2.33396,76.49728,-8.7283,1.63848,19.34876,1.90581,1.27732,8.75691,0.41022,6.51943,7.45619,3.9955,1.13673,1.60157,4.59357,6.99781,2.57612,None
TLV:LBTL,A LIBENTAL HOLDING,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,5.419,5.419,0,0,0,2.851,0,-93.378,-0.08737,0,0,0,0,-0.00248,0.01,0,-0.66,1713,-0.00039,10000,9965000,-5488000,-0.55073,10000000,340363936,179071056,-0.5488,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-10041400,-831600,39290351.17,68612850142,34326070247,-296.65822,-409.56627,3532.12243,USD,1,0,0,0,0,0.37092,956,1819,1280.4895,33.77697,79.1841,-5.82738,1.75435,29.15348,1.09568,1.08275,0.58616,0.49354,667.28914,681.68,0.97949,0.97361,1.09922,0.54985,674.49457,0.98655,None
TLV:LCTX,LINEAGE CELL THERA,Healthcare,United States,1.00E+50,0,0,0,0,0,0,652.739,652.739,0,0,0,6077631457,0,-50.274,0,0,0,0,0,0.01,0.37173,0,-0.138,742.6,-0.00019,1226.9108,100000000,-20649000,-0.20649,49,1191901952,1191901952,-421408.1633,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-25206200,-5201333.333,106402509.9,12048860405,6077631457,0.12174,0.13693,0.12933,USD,1,0,0,0,0,-0.34872,2.22,771,3.246,22777.38755,33350.45045,-3.68353,1.92612,51.06174,9.56767,8.22008,2.5176,0.38424,4.94542,0.22057,6.50714,5.70698,8.90387,1.46092,2.59299,6.11706,None
TLV:LEOF,LEVINSKI OFER LTD,Industrials,Israel,1.00E+50,0,0,0,0,0,0,3.531,3.531,0,0,0,1.7748,0,-68.082,-0.0913,0,0,0,0,-0.00304,0.01,0,-0.03,58.9,-0.00051,404.1096,194631008,-5282000,-0.02714,10000000,204313776,102683008,-0.5282,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-7176533.333,2106333.333,23319390.7,96.99974,11659743.85,5.47494,5.23109,5.35301,USD,1,0,0,0,0,0.2684,35.2,62.6,47.49301,24.01826,67.32955,-5.91054,1.72993,26.80197,1.18694,1.19338,0.67163,0.56254,880.85063,844.89939,1.13542,1.17176,1.20016,0.62709,862.88501,1.16359,None
TLV:LEVI,MESHULAM LEVINSTEI,Industrials,Israel,34228174209,0,0,0,0,0,0,3.343,3.343,24.15498,0,24.15498,1.64154,24.15498,17.896,0.06796,0,0,0,0,0.04883,0.1353,0,12.337,28540,0.00043,136.73927,3650190,45034000,12.33744,113,2215363328,1087729792,398530.9735,-0.804,-0.804,-0.804,0.246,-0.75,1,1,81181600,53414866.67,27.28898,41.47466,34.38182,1.80019,1.78657,1.79338,USD,1,300,200,200,300,0.87186,12160,29800,21277.902,34.12977,134.70395,-4.22819,1.85714,41.0272,1.76219,1.76661,0.45917,0.21644,8.08026,7.90533,1.25841,1.13349,1.7744,0.34781,8.00279,1.20595,None
TLV:LHIS,LACHISH INDUSTRIES,Industrials,Israel,3492642.179,35705723.21,1787398.288,9801913.863,711252.898,1249325.593,22753818.53,0.63,0.63,10.09804,0,10.09804,0.29323,10.09804,7.186,0.06753,0.10866,2.25,0.18037,2.5,0.15376,0.01,0,1.02,1049,0.00097,208.33334,7918750,8276000,1.04511,89,77152736,35936700,92988.76404,2.534,0.3412,1.9858,10.979,-0.75,1,1,2195858.511,608990.034,35.13557,126.68965,80.91261,1.15908,1.06843,1.11376,ILS,0.30581,25,25,13,12,1.98946,350.9,1090,709.0678,47.94072,198.94557,-3.76147,1.88905,45.44296,1.87327,1.93623,0.05381,0.061,1.1416,1.26476,1.73982,1.76279,1.91475,0.06741,1.21318,1.7613,None
TLV:LODZ,LODZIA ROTEX INVES,Real Estate,Israel,1.00E+50,0,0,0,0,0,0,14.509,14.509,0,0,0,18.42986,0,-214.106,-0.02505,0,0,0,0,0.00642,0.08044,0,-0.037,2531,-1.00E-05,68.15416,4077110,-149000,-0.03655,3,86284752,109602360,-49666.66667,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-1972266.667,-1332900,84310166.75,272533919.7,178422043.2,0.32473,0.33127,0.328,USD,1,294.3,294.3,613.2,1716.9001,0.07291,2060,2794,2480.6714,2.02883,22.86408,-9.41303,1.28338,4.46816,4.62244,4.09807,3.60324,4.70176,0.06847,0.03623,5.31982,4.36339,4.37025,4.1625,0.06235,4.8516,None
TLV:LPHL-L,LAPIDOTH-HELETZ,Energy,Israel,1.00E+50,0,0,0,0,0,0,-1.408,-1.408,0,0,0,41.30842,0,0.774,-2.1435,0,0,0,0,-0.29621,0.06458,0,-0.081,151.2,-0.00054,87.54209,70118400,-5676000,-0.08095,10000000,109384704,109384704,-0.5676,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-471466.6667,-821200,12504843270,2368649122,7436746196,0.03814,0.04116,0.03965,USD,1,18.54,33.1,0,0,0.18399,122,168.3,144.03287,4.97604,23.93443,-10.16043,1.26134,4.02709,27.71905,25.35987,0.71694,0.17923,10.60598,9.13149,29.55524,27.68349,26.54946,0.45809,9.87874,28.62937,None
